customer_id,age,gender,category,purchase_amount,location,season,review_rating,shipping_type,discount_applied,previous_purchases,payment_method,cadence,purchases_per_year,forward_annual_value,satisfaction_flag,value_tier,segment
2171,40,Male,Clothing,32,South Carolina,Fall,4.0,Next Day Air,No,37,Venmo,Quarterly,4,128,High,Tier 4,3. Developing
2172,39,Male,Clothing,98,Missouri,Summer,4.6,Store Pickup,No,9,Cash,Bi-Weekly,26,2548,High,Tier 1,3. Developing
2173,28,Male,Clothing,89,Rhode Island,Fall,2.8,Store Pickup,No,6,PayPal,Bi-Weekly,26,2314,Low,Tier 1,3. Developing
2174,23,Male,Accessories,97,Delaware,Summer,5.0,2-Day Shipping,No,36,Venmo,Quarterly,4,388,High,Tier 3,3. Developing
2175,42,Male,Accessories,49,Colorado,Spring,2.9,Store Pickup,No,1,Cash,Annually,1,49,Low,Tier 4,4. Low Engagement
2176,68,Male,Clothing,50,Nebraska,Spring,3.3,Free Shipping,No,48,Credit Card,Bi-Weekly,26,1300,Medium,Tier 2,2. Established
2177,24,Male,Accessories,91,Vermont,Winter,3.4,2-Day Shipping,No,44,Debit Card,Quarterly,4,364,Medium,Tier 3,3. Developing
2178,24,Male,Accessories,93,Montana,Winter,3.0,Express,No,9,PayPal,Bi-Weekly,26,2418,Medium,Tier 1,3. Developing
2179,21,Male,Accessories,98,Florida,Summer,4.7,Standard,No,32,Venmo,Annually,1,98,High,Tier 4,3. Developing
2180,49,Male,Clothing,82,Delaware,Fall,2.9,Next Day Air,No,14,PayPal,Monthly,12,984,Low,Tier 2,3. Developing
2181,41,Male,Outerwear,37,Connecticut,Summer,4.1,Store Pickup,No,43,Cash,Quarterly,4,148,High,Tier 4,3. Developing
2182,22,Male,Accessories,63,Hawaii,Fall,3.2,Free Shipping,No,32,Bank Transfer,Bi-Weekly,26,1638,Medium,Tier 2,1. Core Loyal
2183,42,Male,Clothing,99,New Mexico,Winter,2.7,Store Pickup,No,26,Venmo,Bi-Weekly,26,2574,Low,Tier 1,1. Core Loyal
2184,30,Male,Clothing,37,Kansas,Spring,4.7,Store Pickup,No,2,Cash,Monthly,12,444,High,Tier 3,3. Developing
2185,38,Male,Footwear,34,Nevada,Spring,3.2,Free Shipping,No,16,PayPal,Quarterly,4,136,Medium,Tier 4,4. Low Engagement
2186,40,Male,Clothing,32,North Carolina,Winter,2.5,Express,No,50,Debit Card,Quarterly,4,128,Low,Tier 4,3. Developing
2187,55,Male,Footwear,23,New Mexico,Winter,4.3,Next Day Air,No,6,PayPal,Quarterly,4,92,High,Tier 4,4. Low Engagement
2188,37,Male,Clothing,78,Idaho,Spring,4.4,Free Shipping,No,20,PayPal,Annually,1,78,High,Tier 4,4. Low Engagement
2189,41,Male,Outerwear,54,California,Winter,4.7,Next Day Air,No,9,Credit Card,Weekly,52,2808,High,Tier 1,3. Developing
2190,38,Male,Clothing,94,Wisconsin,Fall,4.0,Express,No,47,Credit Card,Bi-Weekly,26,2444,High,Tier 1,1. Core Loyal
2191,42,Male,Accessories,75,Alaska,Spring,4.6,Express,No,33,Credit Card,Annually,1,75,High,Tier 4,3. Developing
2192,26,Male,Clothing,69,Pennsylvania,Summer,3.8,Next Day Air,No,46,Cash,Bi-Weekly,26,1794,Medium,Tier 1,1. Core Loyal
2193,41,Male,Accessories,35,Virginia,Winter,3.2,Next Day Air,No,9,Credit Card,Monthly,12,420,Medium,Tier 3,3. Developing
2194,27,Male,Clothing,78,California,Spring,5.0,Express,No,8,PayPal,Monthly,12,936,High,Tier 2,3. Developing
2195,61,Male,Clothing,29,Kentucky,Summer,3.5,Standard,No,48,Bank Transfer,Quarterly,4,116,Medium,Tier 4,3. Developing
2196,58,Male,Clothing,62,New York,Fall,3.7,Next Day Air,No,2,Cash,Monthly,12,744,Medium,Tier 2,3. Developing
2197,25,Male,Clothing,58,Vermont,Spring,4.8,Next Day Air,No,31,PayPal,Weekly,52,3016,High,Tier 1,1. Core Loyal
2198,33,Male,Footwear,88,Pennsylvania,Summer,3.7,2-Day Shipping,No,40,Venmo,Monthly,12,1056,Medium,Tier 2,2. Established
2199,57,Male,Accessories,80,New York,Summer,3.5,Free Shipping,No,35,Venmo,Monthly,12,960,Medium,Tier 2,2. Established
2200,39,Male,Accessories,47,North Carolina,Summer,4.9,Store Pickup,No,40,Debit Card,Monthly,12,564,High,Tier 3,2. Established
2201,60,Male,Accessories,51,Wyoming,Summer,4.7,Next Day Air,No,27,Debit Card,Quarterly,4,204,High,Tier 3,3. Developing
2202,39,Male,Clothing,25,Ohio,Spring,4.9,2-Day Shipping,No,10,Venmo,Annually,1,25,High,Tier 4,4. Low Engagement
2203,42,Male,Clothing,36,Alabama,Summer,4.3,Next Day Air,No,23,Credit Card,Weekly,52,1872,High,Tier 1,3. Developing
2204,53,Male,Clothing,79,Rhode Island,Winter,3.1,Free Shipping,No,32,Cash,Quarterly,4,316,Medium,Tier 3,3. Developing
2205,20,Male,Clothing,41,Oregon,Winter,3.4,2-Day Shipping,No,6,Debit Card,Monthly,12,492,Medium,Tier 3,3. Developing
2206,46,Male,Clothing,68,North Dakota,Fall,2.7,Express,No,27,PayPal,Weekly,52,3536,Low,Tier 1,1. Core Loyal
2207,46,Male,Footwear,51,Illinois,Spring,2.6,Store Pickup,No,25,Bank Transfer,Bi-Weekly,26,1326,Low,Tier 2,2. Established
2208,69,Male,Accessories,38,New Mexico,Fall,2.9,Next Day Air,No,11,Credit Card,Annually,1,38,Low,Tier 4,4. Low Engagement
2209,28,Male,Accessories,46,Colorado,Summer,2.7,2-Day Shipping,No,23,PayPal,Monthly,12,552,Low,Tier 3,3. Developing
2210,42,Male,Footwear,20,Utah,Summer,4.5,2-Day Shipping,No,44,Bank Transfer,Quarterly,4,80,High,Tier 4,3. Developing
2211,30,Male,Accessories,25,Virginia,Summer,3.1,Store Pickup,No,35,PayPal,Bi-Weekly,26,650,Medium,Tier 2,2. Established
2212,50,Male,Clothing,89,Maine,Winter,3.2,Free Shipping,No,45,Debit Card,Quarterly,4,356,Medium,Tier 3,3. Developing
2213,59,Male,Clothing,77,Nebraska,Winter,3.3,Next Day Air,No,22,Bank Transfer,Quarterly,4,308,Medium,Tier 3,4. Low Engagement
2214,54,Male,Accessories,94,Hawaii,Fall,2.9,Express,No,18,Debit Card,Quarterly,4,376,Low,Tier 3,4. Low Engagement
2215,50,Male,Accessories,100,Idaho,Fall,4.1,Standard,No,20,Debit Card,Weekly,52,5200,High,Tier 1,3. Developing
2216,25,Male,Footwear,96,West Virginia,Winter,2.7,Express,No,28,Credit Card,Bi-Weekly,26,2496,Low,Tier 1,1. Core Loyal
2217,41,Male,Clothing,36,Vermont,Winter,4.0,Store Pickup,No,15,Venmo,Bi-Weekly,26,936,High,Tier 2,3. Developing
2218,35,Male,Accessories,27,Indiana,Fall,2.6,Store Pickup,No,42,Bank Transfer,Bi-Weekly,26,702,Low,Tier 2,2. Established
2219,67,Male,Accessories,67,Idaho,Winter,3.5,Store Pickup,No,20,Debit Card,Quarterly,4,268,Medium,Tier 3,4. Low Engagement
2220,33,Male,Clothing,91,Minnesota,Fall,2.8,Store Pickup,No,16,Bank Transfer,Bi-Weekly,26,2366,Low,Tier 1,3. Developing
2221,19,Male,Accessories,62,Wyoming,Fall,4.5,Store Pickup,No,47,Cash,Annually,1,62,High,Tier 4,3. Developing
2222,25,Male,Clothing,88,Kansas,Fall,3.0,Free Shipping,No,34,Credit Card,Annually,1,88,Medium,Tier 4,3. Developing
2223,32,Male,Clothing,66,Georgia,Summer,4.4,Store Pickup,No,30,Credit Card,Weekly,52,3432,High,Tier 1,1. Core Loyal
2224,30,Male,Footwear,65,Kansas,Fall,4.7,Next Day Air,No,5,PayPal,Quarterly,4,260,High,Tier 3,4. Low Engagement
2225,18,Male,Accessories,25,Nebraska,Winter,4.3,Standard,No,38,Cash,Quarterly,4,100,High,Tier 4,3. Developing
2226,38,Male,Accessories,64,Washington,Spring,4.8,Free Shipping,No,18,Credit Card,Annually,1,64,High,Tier 4,4. Low Engagement
2227,22,Male,Clothing,72,Missouri,Spring,4.8,Store Pickup,No,28,Cash,Annually,1,72,High,Tier 4,3. Developing
2228,40,Male,Accessories,74,Washington,Summer,4.4,Next Day Air,No,42,Credit Card,Bi-Weekly,26,1924,High,Tier 1,1. Core Loyal
2229,54,Male,Accessories,50,Kansas,Fall,3.7,Free Shipping,No,5,Credit Card,Weekly,52,2600,Medium,Tier 1,3. Developing
2230,70,Male,Clothing,97,Minnesota,Fall,3.9,Express,No,50,Venmo,Monthly,12,1164,Medium,Tier 2,2. Established
2231,52,Male,Footwear,36,Colorado,Spring,3.8,Express,No,33,Venmo,Bi-Weekly,26,936,Medium,Tier 2,2. Established
2232,34,Male,Outerwear,49,Utah,Fall,4.1,Store Pickup,No,1,Credit Card,Weekly,52,2548,High,Tier 1,3. Developing
2233,65,Male,Footwear,64,North Carolina,Spring,4.0,Store Pickup,No,14,Cash,Bi-Weekly,26,1664,High,Tier 1,3. Developing
2234,38,Male,Clothing,31,Florida,Summer,4.5,Express,No,48,Credit Card,Monthly,12,372,High,Tier 3,2. Established
2235,35,Male,Footwear,66,New Hampshire,Winter,4.0,Express,No,26,Cash,Weekly,52,3432,High,Tier 1,1. Core Loyal
2236,40,Male,Clothing,82,Illinois,Spring,4.5,2-Day Shipping,No,44,Credit Card,Annually,1,82,High,Tier 4,3. Developing
2237,23,Male,Clothing,88,Louisiana,Winter,2.7,Standard,No,18,Debit Card,Bi-Weekly,26,2288,Low,Tier 1,3. Developing
2238,45,Male,Footwear,34,Alabama,Summer,3.8,Next Day Air,No,31,Venmo,Quarterly,4,136,Medium,Tier 4,3. Developing
2239,40,Male,Footwear,84,Florida,Winter,3.8,Standard,No,18,Debit Card,Weekly,52,4368,Medium,Tier 1,3. Developing
2240,42,Male,Accessories,96,Alabama,Summer,3.8,2-Day Shipping,No,41,Credit Card,Quarterly,4,384,Medium,Tier 3,3. Developing
2241,57,Male,Footwear,71,California,Winter,4.3,Next Day Air,No,18,Debit Card,Quarterly,4,284,High,Tier 3,4. Low Engagement
2242,18,Male,Outerwear,77,Maryland,Summer,3.5,Free Shipping,No,3,Bank Transfer,Bi-Weekly,26,2002,Medium,Tier 1,3. Developing
2243,18,Male,Clothing,66,Nevada,Spring,3.8,Next Day Air,No,5,Credit Card,Bi-Weekly,26,1716,Medium,Tier 1,3. Developing
2244,56,Male,Clothing,21,Massachusetts,Winter,3.7,2-Day Shipping,No,13,Debit Card,Annually,1,21,Medium,Tier 4,4. Low Engagement
2245,35,Male,Clothing,37,South Carolina,Summer,4.8,2-Day Shipping,No,22,PayPal,Annually,1,37,High,Tier 4,4. Low Engagement
2246,49,Male,Clothing,90,Delaware,Fall,4.9,Free Shipping,No,45,PayPal,Bi-Weekly,26,2340,High,Tier 1,1. Core Loyal
2247,49,Male,Outerwear,96,Hawaii,Fall,4.3,Store Pickup,No,39,PayPal,Quarterly,4,384,High,Tier 3,3. Developing
2248,34,Male,Accessories,37,Florida,Summer,4.4,Next Day Air,No,18,Venmo,Annually,1,37,High,Tier 4,4. Low Engagement
2249,63,Male,Clothing,66,Rhode Island,Winter,3.4,Free Shipping,No,19,PayPal,Bi-Weekly,26,1716,Medium,Tier 1,3. Developing
2250,42,Male,Accessories,45,Wyoming,Spring,4.3,Next Day Air,No,29,Debit Card,Weekly,52,2340,High,Tier 1,1. Core Loyal
2251,41,Male,Footwear,89,Colorado,Summer,4.6,Store Pickup,No,19,Credit Card,Weekly,52,4628,High,Tier 1,3. Developing
2252,26,Male,Footwear,94,Virginia,Fall,3.8,Free Shipping,No,22,Debit Card,Monthly,12,1128,Medium,Tier 2,3. Developing
2253,48,Male,Footwear,96,Nebraska,Summer,3.9,Express,No,21,Bank Transfer,Annually,1,96,Medium,Tier 4,4. Low Engagement
2254,62,Male,Clothing,31,Oklahoma,Spring,2.6,Store Pickup,No,22,PayPal,Monthly,12,372,Low,Tier 3,3. Developing
2255,24,Male,Accessories,79,North Dakota,Winter,4.2,Store Pickup,No,44,PayPal,Quarterly,4,316,High,Tier 3,3. Developing
2256,48,Male,Outerwear,39,Michigan,Spring,4.6,Store Pickup,No,42,Bank Transfer,Quarterly,4,156,High,Tier 4,3. Developing
2257,31,Male,Clothing,22,California,Fall,5.0,Standard,No,33,Credit Card,Quarterly,4,88,High,Tier 4,3. Developing
2258,41,Male,Clothing,32,Tennessee,Fall,4.2,Standard,No,6,Bank Transfer,Annually,1,32,High,Tier 4,4. Low Engagement
2259,24,Male,Clothing,71,Ohio,Winter,4.3,Store Pickup,No,44,Credit Card,Quarterly,4,284,High,Tier 3,3. Developing
2260,60,Male,Clothing,96,Florida,Spring,3.3,Free Shipping,No,24,Cash,Annually,1,96,Medium,Tier 4,4. Low Engagement
2261,38,Male,Accessories,82,Missouri,Fall,4.9,Express,No,16,PayPal,Quarterly,4,328,High,Tier 3,4. Low Engagement
2262,58,Male,Accessories,76,South Carolina,Spring,4.4,Standard,No,12,Bank Transfer,Bi-Weekly,26,1976,High,Tier 1,3. Developing
2263,53,Male,Accessories,22,Arizona,Winter,3.1,2-Day Shipping,No,50,PayPal,Monthly,12,264,Medium,Tier 3,2. Established
2264,44,Male,Accessories,40,Indiana,Winter,3.5,Store Pickup,No,42,Cash,Quarterly,4,160,Medium,Tier 4,3. Developing
2265,51,Male,Accessories,92,North Dakota,Summer,3.9,2-Day Shipping,No,50,PayPal,Monthly,12,1104,Medium,Tier 2,2. Established
2266,36,Male,Outerwear,94,Montana,Fall,3.9,Store Pickup,No,10,PayPal,Quarterly,4,376,Medium,Tier 3,4. Low Engagement
2267,20,Male,Clothing,44,Missouri,Fall,4.3,Store Pickup,No,32,Debit Card,Weekly,52,2288,High,Tier 1,1. Core Loyal
2268,32,Male,Accessories,49,Kentucky,Spring,3.8,Express,No,37,Venmo,Weekly,52,2548,Medium,Tier 1,1. Core Loyal
2269,66,Male,Clothing,26,Georgia,Spring,2.7,2-Day Shipping,No,15,Bank Transfer,Monthly,12,312,Low,Tier 3,3. Developing
2270,49,Male,Clothing,38,Kentucky,Fall,4.4,Store Pickup,No,27,Credit Card,Annually,1,38,High,Tier 4,3. Developing
2271,27,Male,Clothing,72,Georgia,Spring,3.5,Express,No,7,Venmo,Weekly,52,3744,Medium,Tier 1,3. Developing
2272,29,Male,Clothing,99,Alaska,Summer,3.4,Free Shipping,No,49,PayPal,Quarterly,4,396,Medium,Tier 3,3. Developing
2273,29,Male,Outerwear,38,Maine,Spring,4.0,Standard,No,44,PayPal,Monthly,12,456,High,Tier 3,2. Established
2274,55,Male,Outerwear,96,New Mexico,Winter,4.8,Express,No,13,PayPal,Bi-Weekly,26,2496,High,Tier 1,3. Developing
2275,57,Male,Clothing,27,New York,Spring,4.5,Next Day Air,No,38,PayPal,Bi-Weekly,26,702,High,Tier 2,2. Established
2276,29,Male,Clothing,24,Oklahoma,Winter,4.4,Standard,No,10,Debit Card,Weekly,52,1248,High,Tier 2,3. Developing
2277,31,Male,Clothing,82,Wyoming,Summer,4.1,2-Day Shipping,No,25,Debit Card,Weekly,52,4264,High,Tier 1,1. Core Loyal
2278,25,Male,Accessories,56,Alabama,Summer,4.6,Next Day Air,No,18,Credit Card,Quarterly,4,224,High,Tier 3,4. Low Engagement
2279,61,Male,Accessories,25,Maryland,Fall,3.8,Store Pickup,No,6,Cash,Quarterly,4,100,Medium,Tier 4,4. Low Engagement
2280,53,Male,Footwear,67,West Virginia,Spring,2.9,Free Shipping,No,35,Bank Transfer,Quarterly,4,268,Low,Tier 3,3. Developing
2281,22,Male,Footwear,21,Kentucky,Summer,2.8,Standard,No,31,Credit Card,Bi-Weekly,26,546,Low,Tier 3,2. Established
2282,28,Male,Clothing,27,Kansas,Summer,3.0,Store Pickup,No,41,Bank Transfer,Annually,1,27,Medium,Tier 4,3. Developing
2283,18,Male,Footwear,97,Idaho,Fall,4.2,2-Day Shipping,No,8,Credit Card,Annually,1,97,High,Tier 4,4. Low Engagement
2284,44,Male,Accessories,45,Ohio,Winter,4.1,Free Shipping,No,34,Credit Card,Bi-Weekly,26,1170,High,Tier 2,2. Established
2285,32,Male,Clothing,63,Iowa,Fall,4.1,Express,No,20,Venmo,Annually,1,63,High,Tier 4,4. Low Engagement
2286,34,Male,Accessories,100,Michigan,Summer,4.6,2-Day Shipping,No,38,PayPal,Quarterly,4,400,High,Tier 3,3. Developing
2287,67,Male,Clothing,38,South Dakota,Spring,2.5,Store Pickup,No,35,Venmo,Quarterly,4,152,Low,Tier 4,3. Developing
2288,66,Male,Clothing,45,Nebraska,Summer,3.0,Store Pickup,No,6,Debit Card,Annually,1,45,Medium,Tier 4,4. Low Engagement
2289,28,Male,Accessories,91,California,Fall,3.8,Next Day Air,No,50,PayPal,Weekly,52,4732,Medium,Tier 1,1. Core Loyal
2290,70,Male,Clothing,82,Nevada,Fall,4.1,Free Shipping,No,47,Venmo,Weekly,52,4264,High,Tier 1,1. Core Loyal
2291,37,Male,Footwear,48,Kansas,Winter,3.3,Standard,No,23,PayPal,Quarterly,4,192,Medium,Tier 3,4. Low Engagement
2292,28,Male,Outerwear,30,Ohio,Spring,5.0,2-Day Shipping,No,13,Credit Card,Quarterly,4,120,High,Tier 4,4. Low Engagement
2293,43,Male,Clothing,34,Vermont,Spring,3.8,Next Day Air,No,31,Debit Card,Monthly,12,408,Medium,Tier 3,2. Established
2294,37,Male,Clothing,68,Georgia,Fall,3.3,Express,No,16,Debit Card,Quarterly,4,272,Medium,Tier 3,4. Low Engagement
2295,54,Male,Accessories,95,Maryland,Winter,5.0,Express,No,40,Debit Card,Annually,1,95,High,Tier 4,3. Developing
2296,50,Male,Accessories,22,Connecticut,Spring,2.9,2-Day Shipping,No,45,PayPal,Quarterly,4,88,Low,Tier 4,3. Developing
2297,46,Male,Accessories,88,Washington,Fall,2.5,Next Day Air,No,50,Venmo,Quarterly,4,352,Low,Tier 3,3. Developing
2298,60,Male,Clothing,83,California,Summer,4.7,Standard,No,1,Bank Transfer,Quarterly,4,332,High,Tier 3,4. Low Engagement
2299,40,Male,Accessories,87,Montana,Spring,2.9,2-Day Shipping,No,10,Cash,Quarterly,4,348,Low,Tier 3,4. Low Engagement
2300,64,Male,Outerwear,57,Idaho,Summer,3.7,Store Pickup,No,48,Credit Card,Quarterly,4,228,Medium,Tier 3,3. Developing
2301,18,Male,Outerwear,88,Pennsylvania,Summer,4.4,2-Day Shipping,No,38,Credit Card,Monthly,12,1056,High,Tier 2,2. Established
2302,37,Male,Clothing,20,Maine,Winter,2.9,Next Day Air,No,21,Debit Card,Annually,1,20,Low,Tier 4,4. Low Engagement
2303,36,Male,Accessories,39,Montana,Summer,3.6,Store Pickup,No,38,Venmo,Monthly,12,468,Medium,Tier 3,2. Established
2304,51,Male,Accessories,71,New Jersey,Spring,4.8,2-Day Shipping,No,31,Credit Card,Bi-Weekly,26,1846,High,Tier 1,1. Core Loyal
2305,26,Male,Clothing,73,Louisiana,Winter,4.7,Free Shipping,No,9,Debit Card,Bi-Weekly,26,1898,High,Tier 1,3. Developing
2306,68,Male,Accessories,63,Maine,Summer,2.6,Free Shipping,No,47,Cash,Weekly,52,3276,Low,Tier 1,1. Core Loyal
2307,27,Male,Accessories,78,Florida,Winter,3.4,Standard,No,8,Cash,Bi-Weekly,26,2028,Medium,Tier 1,3. Developing
2308,28,Male,Clothing,96,Missouri,Fall,3.5,Next Day Air,No,30,Debit Card,Annually,1,96,Medium,Tier 4,3. Developing
2309,49,Male,Accessories,81,North Dakota,Winter,3.4,2-Day Shipping,No,22,Bank Transfer,Quarterly,4,324,Medium,Tier 3,4. Low Engagement
2310,70,Male,Clothing,95,Connecticut,Fall,5.0,2-Day Shipping,No,3,Bank Transfer,Quarterly,4,380,High,Tier 3,4. Low Engagement
2311,30,Male,Accessories,68,Virginia,Spring,4.6,Standard,No,15,PayPal,Monthly,12,816,High,Tier 2,3. Developing
2312,27,Male,Footwear,28,Montana,Spring,4.8,2-Day Shipping,No,10,Bank Transfer,Quarterly,4,112,High,Tier 4,4. Low Engagement
2313,19,Male,Clothing,30,Vermont,Summer,3.7,Free Shipping,No,19,Cash,Quarterly,4,120,Medium,Tier 4,4. Low Engagement
2314,64,Male,Clothing,31,Georgia,Summer,4.7,Next Day Air,No,36,Bank Transfer,Bi-Weekly,26,806,High,Tier 2,2. Established
2315,42,Male,Accessories,95,Virginia,Winter,4.4,Express,No,12,Bank Transfer,Quarterly,4,380,High,Tier 3,4. Low Engagement
2316,69,Male,Clothing,79,Vermont,Winter,3.5,2-Day Shipping,No,49,Debit Card,Quarterly,4,316,Medium,Tier 3,3. Developing
2317,28,Male,Footwear,39,Montana,Winter,3.8,Standard,No,7,Debit Card,Annually,1,39,Medium,Tier 4,4. Low Engagement
2318,47,Male,Outerwear,34,New Jersey,Summer,4.7,Next Day Air,No,28,Bank Transfer,Monthly,12,408,High,Tier 3,2. Established
2319,69,Male,Clothing,28,Wyoming,Spring,3.1,Store Pickup,No,30,Credit Card,Annually,1,28,Medium,Tier 4,3. Developing
2320,56,Male,Footwear,38,Maine,Winter,5.0,Free Shipping,No,29,PayPal,Monthly,12,456,High,Tier 3,2. Established
2321,28,Male,Footwear,55,New Mexico,Spring,3.7,Free Shipping,No,9,Debit Card,Quarterly,4,220,Medium,Tier 3,4. Low Engagement
2322,50,Male,Footwear,31,Colorado,Winter,3.0,Next Day Air,No,27,Debit Card,Bi-Weekly,26,806,Medium,Tier 2,2. Established
2323,39,Male,Outerwear,84,Connecticut,Spring,4.5,Store Pickup,No,21,Venmo,Bi-Weekly,26,2184,High,Tier 1,3. Developing
2324,35,Male,Accessories,93,Maryland,Winter,4.7,Express,No,36,Credit Card,Monthly,12,1116,High,Tier 2,2. Established
2325,59,Male,Outerwear,28,Oregon,Winter,3.5,Free Shipping,No,19,Debit Card,Annually,1,28,Medium,Tier 4,4. Low Engagement
2326,44,Male,Footwear,55,New York,Summer,4.4,2-Day Shipping,No,47,Cash,Weekly,52,2860,High,Tier 1,1. Core Loyal
2327,66,Male,Clothing,63,Oklahoma,Winter,2.6,Standard,No,38,Bank Transfer,Annually,1,63,Low,Tier 4,3. Developing
2328,20,Male,Clothing,94,Alabama,Winter,4.2,2-Day Shipping,No,22,Venmo,Bi-Weekly,26,2444,High,Tier 1,3. Developing
2329,45,Male,Clothing,36,North Dakota,Fall,2.6,Express,No,29,Venmo,Bi-Weekly,26,936,Low,Tier 2,2. Established
2330,49,Male,Accessories,97,Nebraska,Spring,4.8,Free Shipping,No,42,Bank Transfer,Annually,1,97,High,Tier 4,3. Developing
2331,60,Male,Accessories,63,Arizona,Summer,2.9,Store Pickup,No,47,PayPal,Quarterly,4,252,Low,Tier 3,3. Developing
2332,61,Male,Accessories,77,Illinois,Spring,4.3,2-Day Shipping,No,10,Credit Card,Bi-Weekly,26,2002,High,Tier 1,3. Developing
2333,36,Male,Accessories,53,South Carolina,Fall,2.6,Store Pickup,No,10,Venmo,Monthly,12,636,Low,Tier 2,3. Developing
2334,33,Male,Clothing,77,Kansas,Spring,3.8,Next Day Air,No,1,PayPal,Quarterly,4,308,Medium,Tier 3,4. Low Engagement
2335,49,Male,Footwear,79,Kansas,Summer,4.2,Standard,No,7,Credit Card,Monthly,12,948,High,Tier 2,3. Developing
2336,31,Male,Outerwear,37,Idaho,Summer,3.9,Store Pickup,No,10,Venmo,Bi-Weekly,26,962,Medium,Tier 2,3. Developing
2337,19,Male,Accessories,94,California,Winter,3.1,Free Shipping,No,11,Credit Card,Weekly,52,4888,Medium,Tier 1,3. Developing
2338,39,Male,Footwear,76,North Dakota,Fall,3.6,Store Pickup,No,5,Cash,Annually,1,76,Medium,Tier 4,4. Low Engagement
2339,66,Male,Footwear,68,Georgia,Fall,4.0,Express,No,21,PayPal,Quarterly,4,272,High,Tier 3,4. Low Engagement
2340,25,Male,Clothing,65,Illinois,Spring,3.4,Next Day Air,No,24,Bank Transfer,Quarterly,4,260,Medium,Tier 3,4. Low Engagement
2341,63,Male,Clothing,24,Delaware,Summer,2.6,Standard,No,37,Credit Card,Bi-Weekly,26,624,Low,Tier 2,2. Established
2342,56,Male,Outerwear,31,Connecticut,Summer,4.5,Express,No,22,Venmo,Quarterly,4,124,High,Tier 4,4. Low Engagement
2343,20,Male,Clothing,89,Tennessee,Fall,4.9,Standard,No,16,Debit Card,Bi-Weekly,26,2314,High,Tier 1,3. Developing
2344,58,Male,Clothing,49,Maryland,Summer,4.4,2-Day Shipping,No,44,PayPal,Monthly,12,588,High,Tier 2,2. Established
2345,34,Male,Footwear,92,Rhode Island,Fall,3.5,Express,No,14,Venmo,Bi-Weekly,26,2392,Medium,Tier 1,3. Developing
2346,28,Male,Clothing,32,New York,Winter,3.3,Express,No,23,Bank Transfer,Quarterly,4,128,Medium,Tier 4,4. Low Engagement
2347,22,Male,Outerwear,67,New Mexico,Winter,3.1,Standard,No,46,Debit Card,Bi-Weekly,26,1742,Medium,Tier 1,1. Core Loyal
2348,37,Male,Accessories,64,California,Fall,4.2,Express,No,46,Cash,Quarterly,4,256,High,Tier 3,3. Developing
2349,54,Male,Footwear,84,Maine,Spring,4.9,Next Day Air,No,16,PayPal,Quarterly,4,336,High,Tier 3,4. Low Engagement
2350,65,Male,Clothing,34,New York,Fall,3.9,Standard,No,40,Credit Card,Quarterly,4,136,Medium,Tier 4,3. Developing
2351,57,Male,Footwear,26,Hawaii,Winter,4.2,Free Shipping,No,21,Cash,Annually,1,26,High,Tier 4,4. Low Engagement
2352,38,Male,Clothing,50,New Hampshire,Fall,4.9,Store Pickup,No,25,PayPal,Bi-Weekly,26,1300,High,Tier 2,2. Established
2353,70,Male,Footwear,46,Nebraska,Fall,2.8,Store Pickup,No,25,Bank Transfer,Quarterly,4,184,Low,Tier 4,3. Developing
2354,56,Male,Accessories,71,Montana,Fall,4.1,Standard,No,25,Debit Card,Quarterly,4,284,High,Tier 3,3. Developing
2355,56,Male,Clothing,78,Wisconsin,Summer,4.8,Next Day Air,No,27,Venmo,Monthly,12,936,High,Tier 2,2. Established
2356,22,Male,Clothing,35,Tennessee,Winter,4.1,Next Day Air,No,12,Cash,Monthly,12,420,High,Tier 3,3. Developing
2357,57,Male,Accessories,58,Montana,Summer,3.0,Free Shipping,No,27,Debit Card,Quarterly,4,232,Medium,Tier 3,3. Developing
2358,53,Male,Clothing,67,Michigan,Fall,4.2,2-Day Shipping,No,40,Credit Card,Bi-Weekly,26,1742,High,Tier 1,1. Core Loyal
2359,53,Male,Clothing,93,Texas,Spring,3.8,Standard,No,38,Credit Card,Quarterly,4,372,Medium,Tier 3,3. Developing
2360,19,Male,Accessories,81,Pennsylvania,Spring,3.3,2-Day Shipping,No,44,Bank Transfer,Quarterly,4,324,Medium,Tier 3,3. Developing
2361,49,Male,Accessories,80,New York,Fall,4.7,2-Day Shipping,No,27,Venmo,Quarterly,4,320,High,Tier 3,3. Developing
2362,44,Male,Accessories,64,Alabama,Spring,4.3,2-Day Shipping,No,30,Credit Card,Quarterly,4,256,High,Tier 3,3. Developing
2363,27,Male,Clothing,41,Virginia,Fall,2.7,Standard,No,24,Credit Card,Monthly,12,492,Low,Tier 3,3. Developing
2364,60,Male,Clothing,79,Pennsylvania,Winter,4.2,Express,No,38,Cash,Bi-Weekly,26,2054,High,Tier 1,1. Core Loyal
2365,62,Male,Accessories,60,Mississippi,Winter,4.2,Free Shipping,No,4,PayPal,Quarterly,4,240,High,Tier 3,4. Low Engagement
2366,52,Male,Footwear,91,Wyoming,Winter,2.5,Next Day Air,No,32,Venmo,Monthly,12,1092,Low,Tier 2,2. Established
2367,30,Male,Footwear,66,New Mexico,Winter,3.6,Express,No,32,Credit Card,Bi-Weekly,26,1716,Medium,Tier 1,1. Core Loyal
